Vertices  	Edges 	-> Runtime(ms)

20		50		-->		0.00
200		1000		-->		0.00
1000		25000		-->		0.00
8000		1000000		-->		0.00
16000		5000000		-->		2.00
30000		1000000		-->		2.00
40000		1000000		-->		4.00
50000		5000000		-->		6.00
70000		5000000		-->		9.00
85000		5000000		-->		14.00
100000		5000000		-->		28.00
130000		1000000		-->		24.00
150000		5000000		-->		79.00
170000		5000000		-->		52.00
190000		2000000		-->		125.00
210000		3000000		-->		80.00
210000		5000000		-->		78.00
